元コード,コード,名称,フリガナ,単位,入数,規格・型番,色,サイズ,数量小数桁,単価小数桁,在庫管理,課税区分,発注ロット,リードタイム,在庫適正数,在庫評価方法,主たる仕入先,標準品質,主たる倉庫,倉庫名,発注連動,分類１,分類１名,分類２,分類２名,分類３,分類３名,分類４,分類４名,分類５,数単位,メモ欄,税抜上代,税抜売上単価１,税抜売上単価２,税抜売上単価３,税抜売上単価４,税抜売上原価,税抜仕入単価,税抜標準原価,評価下原価,税込上代,税込売上単価１,税込売上単価２,税込売上単価３,税込売上単価４,税込売上原価,税込仕入単価,税込標準原価,参照表示,更新日
 39410QX,5/039410QX,生機: 39410QX,ｷﾊﾞﾀ 39410QX,反,0.02,P100,50M,142,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,P,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 39413XA,5/039413XA,生機: 39413XA,ｷﾊﾞﾀ 39413XA,反,0.02,P89/N6/R5,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,P,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 39413XB,5/039413XB,生機: 39413XB,ｷﾊﾞﾀ 39413XB,反,0.02,P90/R5/N5,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,P,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
115655PA,5/115655PA,生機:115655PA,ｷﾊﾞﾀ115655PA,反,0.02,P100,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,P,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 97080YX,5/097080YX,生機: 97080YX,ｷﾊﾞﾀ 97080YX,反,0.02,C67/TA23/P10,50M,143,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,S,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98127LX,5/098127LX,生機: 98127LX,ｷﾊﾞﾀ 98127LX,反,0.02,P77/W16/N7,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,S,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98249YX,5/098249YX,生機: 98249YX,ｷﾊﾞﾀ 98249YX,反,0.02,CU58/W24/N18,50M,145,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,S,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
127305LA,5/127305LA,生機:127305LA,ｷﾊﾞﾀ127305LA,反,0.02,TA39/P32/R29,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,S,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
182013HX,5/182013HX,生機:182013HX,ｷﾊﾞﾀ182013HX,反,0.02,P50/R50,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,T,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98558JX,5/098558JX,生機: 98558JX,ｷﾊﾞﾀ 98558JX,反,0.02,C37/TA36/P27,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,U,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
158857PX,5/158857PX,生機:158857PX,ｷﾊﾞﾀ158857PX,反,0.02,P100,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,V,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
158857VX,5/158857VX,生機:158857VX,ｷﾊﾞﾀ158857VX,反,0.02,P100,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,V,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98020LA,5/098020LA,生機: 98020LA,ｷﾊﾞﾀ 98020LA,反,0.02,TA83/P17,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,W,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98055YA,5/098055YA,生機: 98055YA,ｷﾊﾞﾀ 98055YA,反,0.02,C33/LY28/P22/TA17,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,W,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
158127LB,5/158127LB,生機:158127LB,ｷﾊﾞﾀ158127LB,反,0.02,TA47/P53,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,W,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
115955SX,5/115955SX,生機:115955SX,ｷﾊﾞﾀ115955SX,反,0.02,P100,50M,137,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,X,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
116054YX,5/116054YX,生機:116054YX,ｷﾊﾞﾀ116054YX,反,0.02,P100,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,X,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98795YA,5/098795YA,生機: 98795YA,ｷﾊﾞﾀ 98795YA,反,0.02,TA68/P24/C8,50M,152,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,B,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
