元コード,商品コード,名称,単位,数単位,数量小数桁,単価小数桁,課税区分,在庫管理,在庫評価方法,主たる倉庫,担当,売上単価１,売上原価,仕入単価,標準原価,商品分類1,商品分類2,商品分類3
127250JD,J/127250JD,整経賃:127250JD,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
130132VX,J/130132VX,整経賃:130132VX,反,ｍ,1,0,1,1,3,HARA,,,,1225,,J,,
135239DA,J/135239DA,整経賃:135239DA,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
135392YB,J/135392YB,整経賃:135392YB,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
135426LD,J/135426LD,整経賃:135426LD,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
135499LX,J/135499LX,整経賃:135499LX,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
135520LX,J/135520LX,整経賃:135520LX,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
135521LC,J/135521LC,整経賃:135521LC,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
135527ZC,J/135527ZC,整経賃:135527ZC,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
135616LG,J/135616LG,整経賃:135616LG,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
135630LX,J/135630LX,整経賃:135630LX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
135700LX,J/135700LX,整経賃:135700LX,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
135703LX,J/135703LX,整経賃:135703LX,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
135707LX,J/135707LX,整経賃:135707LX,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
157796ZE,J/157796ZE,整経賃:157796ZE,反,ｍ,1,0,1,1,3,HARA,,,,1225,,J,,
158388HX,J/158388HX,整経賃:158388HX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
159557LX,J/159557LX,整経賃:159557LX,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
159558LX,J/159558LX,整経賃:159558LX,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
159559LX,J/159559LX,整経賃:159559LX,反,ｍ,1,0,1,1,3,HARA,,,,3966,,J,,
159560VX,J/159560VX,整経賃:159560VX,反,ｍ,1,0,1,1,3,HARA,,,,800,,J,,
159560YX,J/159560YX,整経賃:159560YX,反,ｍ,1,0,1,1,3,HARA,,,,1000,,J,,
159560ZX,J/159560ZX,整経賃:159560ZX,反,ｍ,1,0,1,1,3,HARA,,,,1000,,J,,
159575LX,J/159575LX,整経賃:159575LX,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
159577VX,J/159577VX,整経賃:159577VX,反,ｍ,1,0,1,1,3,HARA,,,,800,,J,,
159577YX,J/159577YX,整経賃:159577YX,反,ｍ,1,0,1,1,3,HARA,,,,1000,,J,,
159577ZX,J/159577ZX,整経賃:159577ZX,反,ｍ,1,0,1,1,3,HARA,,,,1000,,J,,
159580ZX,J/159580ZX,整経賃:159580ZX,反,ｍ,1,0,1,1,3,HARA,,,,500,,J,,
165316YX,J/165316YX,整経賃:165316YX,反,ｍ,1,0,1,1,3,HARA,,,,1750,,J,,
170010ZX,J/170010ZX,整経賃:170010ZX,反,ｍ,1,0,1,1,3,HARA,,,,2800,,J,,
171132YA,J/171132YA,整経賃:171132YA,反,ｍ,1,0,1,1,3,HARA,,,,1225,,J,,
171132ZA,J/171132ZA,整経賃:171132ZA,反,ｍ,1,0,1,1,3,HARA,,,,1225,,J,,
171132ZX,J/171132ZX,整経賃:171132ZX,反,ｍ,1,0,1,1,3,HARA,,,,1225,,J,,
171143YX,J/171143YX,整経賃:171143YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
171144YX,J/171144YX,整経賃:171144YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
171163YA,J/171163YA,整経賃:171163YA,反,ｍ,1,0,1,1,3,HARA,,,,2365,,J,,
171163YX,J/171163YX,整経賃:171163YX,反,ｍ,1,0,1,1,3,HARA,,,,5000,,J,,
185112ZA,J/185112ZA,整経賃:185112ZA,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290012YA,J/290012YA,整経賃:290012YA,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290012YX,J/290012YX,整経賃:290012YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290013YA,J/290013YA,整経賃:290013YA,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290034ZX,J/290034ZX,整経賃:290034ZX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290041YX,J/290041YX,整経賃:290041YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290045VX,J/290045VX,整経賃:290045VX,反,ｍ,1,0,1,1,3,HARA,,,,943,,J,,
290054YB,J/290054YB,整経賃:290054YB,反,ｍ,1,0,1,1,3,HARA,,,,1000,,J,,
290072ZA,J/290072ZA,整経賃:290072ZA,反,ｍ,1,0,1,1,3,HARA,,,,500,,J,,
290072ZX,J/290072ZX,整経賃:290072ZX,反,ｍ,1,0,1,1,3,HARA,,,,500,,J,,
290106YX,J/290106YX,整経賃:290106YX,反,ｍ,1,0,1,1,3,HARA,,,,850,,J,,
290107YX,J/290107YX,整経賃:290107YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290168VX,J/290168VX,整経賃:290168VX,反,ｍ,1,0,1,1,3,HARA,,,,2540,,J,,
290168ZX,J/290168ZX,整経賃:290168ZX,反,ｍ,1,0,1,1,3,HARA,,,,2000,,J,,
290169GA,J/290169GA,整経賃:290169GA,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290169GX,J/290169GX,整経賃:290169GX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290170GA,J/290170GA,整経賃:290170GA,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290170GX,J/290170GX,整経賃:290170GX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290173YX,J/290173YX,整経賃:290173YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290174YX,J/290174YX,整経賃:290174YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290175YX,J/290175YX,整経賃:290175YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290176YX,J/290176YX,整経賃:290176YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290177YX,J/290177YX,整経賃:290177YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290178YX,J/290178YX,整経賃:290178YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290179YX,J/290179YX,整経賃:290179YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290180YX,J/290180YX,整経賃:290180YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290181YX,J/290181YX,整経賃:290181YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290182YX,J/290182YX,整経賃:290182YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290183YX,J/290183YX,整経賃:290183YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290184YX,J/290184YX,整経賃:290184YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
290184ZX,J/290184ZX,整経賃:290184ZX,反,ｍ,1,0,1,1,3,HARA,,,,1500,,J,,
290185YX,J/290185YX,整経賃:290185YX,反,ｍ,1,0,1,1,3,HARA,,,,1500,,J,,
290186YX,J/290186YX,整経賃:290186YX,反,ｍ,1,0,1,1,3,HARA,,,,1500,,J,,
290187YX,J/290187YX,整経賃:290187YX,反,ｍ,1,0,1,1,3,HARA,,,,1500,,J,,
290188YX,J/290188YX,整経賃:290188YX,反,ｍ,1,0,1,1,3,HARA,,,,840,,J,,
290189YX,J/290189YX,整経賃:290189YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
291036YX,J/291036YX,整経賃:291036YX,反,ｍ,1,0,1,1,3,HARA,,,,300,,J,,
291042YX,J/291042YX,整経賃:291042YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
291046YX,J/291046YX,整経賃:291046YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
291047YX,J/291047YX,整経賃:291047YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
291050YX,J/291050YX,整経賃:291050YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
291051YX,J/291051YX,整経賃:291051YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
291052YX,J/291052YX,整経賃:291052YX,反,ｍ,1,0,1,1,3,HARA,,,,300,,J,,
291053YX,J/291053YX,整経賃:291053YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292017YX,J/292017YX,整経賃:292017YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292023YX,J/292023YX,整経賃:292023YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292028YX,J/292028YX,整経賃:292028YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292029LX,J/292029LX,整経賃:292029LX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292030LX,J/292030LX,整経賃:292030LX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292031YX,J/292031YX,整経賃:292031YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292032LX,J/292032LX,整経賃:292032LX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292033YX,J/292033YX,整経賃:292033YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292034YX,J/292034YX,整経賃:292034YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292035YX,J/292035YX,整経賃:292035YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292036YX,J/292036YX,整経賃:292036YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292037YX,J/292037YX,整経賃:292037YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292038LX,J/292038LX,整経賃:292038LX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292039YX,J/292039YX,整経賃:292039YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292040YX,J/292040YX,整経賃:292040YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292041YX,J/292041YX,整経賃:292041YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292042LX,J/292042LX,整経賃:292042LX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292043YX,J/292043YX,整経賃:292043YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292044YX,J/292044YX,整経賃:292044YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
292045YX,J/292045YX,整経賃:292045YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
295000YA,J/295000YA,整経賃:295000YA,反,ｍ,1,0,1,1,3,HARA,,,,1500,,J,,
295025YX,J/295025YX,整経賃:295025YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
295026YX,J/295026YX,整経賃:295026YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
295027YX,J/295027YX,整経賃:295027YX,反,ｍ,1,0,1,1,3,HARA,,,,0,,J,,
390022JX,J/390022JX,整経賃:390022JX,反,ｍ,1,0,1,1,3,HARA,,,,18000,,J,,
390023JX,J/390023JX,整経賃:390023JX,反,ｍ,1,0,1,1,3,HARA,,,,18000,,J,,
390024JX,J/390024JX,整経賃:390024JX,反,ｍ,1,0,1,1,3,HARA,,,,18000,,J,,
390025JX,J/390025JX,整経賃:390025JX,反,ｍ,1,0,1,1,3,HARA,,,,18000,,J,,
390026JX,J/390026JX,整経賃:390026JX,反,ｍ,1,0,1,1,3,HARA,,,,18000,,J,,
131CA,N/131CA,131CA:撚糸賃:ﾜﾙﾂ.W<167T>SD150/48Z(Z275) SD / (ｶｲﾘｮｳ) (160D)                            ,K,件,2,0,1,1,3,HARA,,,,,130,N,,
292AA,N/292AA,292AA:撚糸賃:ﾅﾝﾔT.POYF<255T>SD230/48 ﾅﾝﾔCDPOYF<280T>SD250/48 407/ 96 ﾄﾞｳｶﾘLS+SA        ,K,件,2,0,1,1,3,HARA,,,,,80,N,,
371WA,N/371WA,371WA:撚糸賃:PPT.W<165T>BR147/68Z (1T107) / LS                                         ,K,件,2,0,1,1,3,HARA,,,,,150,N,,
582JA,N/582JA,582JA:撚糸賃:ﾄｰﾚTW167TBR150/48Z(915)ｾｯﾄ/4 ﾅ.CDSDYW84TSD/36Zｿｳｼ8C369/2 / SA-1           ,K,件,2,0,1,1,3,HARA,,,,,120,N,,
A0165,N/A0165,A0165:撚糸賃:ﾃ.TW167TBB150/72Z(LST) :Z600 WM : :                                       ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
A0221,N/A0221,A0221:撚糸賃:DTY.CDW<167T>SD150/48 :<Z150>G : :                                        ,K,件,2,0,1,1,3,HARA,,,,,122,N,,
A0241,N/A0241,A0241:撚糸賃:DTY.CDW<167T>SD150/48 :/2<Z150>WS : :                                     ,K,件,2,0,1,1,3,HARA,,,,,122,N,,
A0341,N/A0341,A0341:撚糸賃:T/CD.MIXW<167T>SD150/72:<Z150>G : :                                       ,K,件,2,0,1,1,3,HARA,,,,,122,N,,
A0361,N/A0361,A0361:撚糸賃:T/CD.MIXW<167T>SD150/72:/2<Z150>WS : :                                    ,K,件,2,0,1,1,3,HARA,,,,,122,N,,
A0421,N/A0421,A0421:撚糸賃:T(SPX)W<330T>SD300/96 :/2<Z150>WS : :                                     ,K,件,2,0,1,1,3,HARA,,,,,123,N,,
A1161,N/A1161,A1161:撚糸賃:CDWSD150/48(ｺｳｷｮｳﾄﾞ) :/6<Z150>G(120ﾟCX30) : :                             ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
A1385,N/A1385,A1385:撚糸賃:ﾅﾝﾔCDW84TSD75/36(8C363):ﾄｰﾚTW(ｻｯﾌﾟ)<84T>75/36 X20:<Z600>WM :              ,K,件,2,0,1,1,3,HARA,,,,,180,N,,
A2166,N/A2166,A2166:撚糸賃:PPT.W(ｲﾝﾋﾞｽﾀ)<111T> :SD100/34Z(1T207) S800WM : :                          ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
A2684,N/A2684,A2684:撚糸賃:T.POYW265TSD/48S(3243) :W.ﾍﾞﾙﾄﾛﾝ<22T>20/3(B68) :<Z400>G :                 ,K,件,2,0,1,1,3,HARA,,,,,500,N,,
A2721,N/A2721,A2721:撚糸賃:T.POYW265TSD/48S(3243) :ﾀｲﾅﾝﾎﾞｳ Z150WMｾｯﾄ85ﾟC30 : :                       ,K,件,2,0,1,1,3,HARA,,,,,140,N,,
A2791,N/A2791,A2791:撚糸賃:ﾄｰﾚN66.W<78T>SD70/24Z :/2<Z150>G : :                                      ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
A2814,N/A2814,A2814:撚糸賃:ﾄｰﾚN66.W<78T>SD70/24Z : /3<Z400>G : :                                     ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
A2831,N/A2831,A2831:撚糸賃:ﾄｰﾚN66.W<78T>SD70/24Z :(1205) /4<Z150>G : :                               ,K,件,2,0,1,1,3,HARA,,,,,120,N,,
A3181,N/A3181,A3181:撚糸賃:TW<167T>150/48 :(ｸﾛｹﾞﾝﾁｬｸ)/2<Z150>WS : :                                  ,K,件,2,0,1,1,3,HARA,,,,,120,N,,
A3271,N/A3271,A3271:撚糸賃:PPT.W<165T>SD147/68Z :(1T107)<Z150>WM : :                                 ,K,件,2,0,1,1,3,HARA,,,,,150,N,,
A3774,N/A3774,A3774:撚糸賃:ﾅﾝﾔTW<56T>FD50/72 :/3<S400>WS : :                                         ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
A3866,N/A3866,A3866:撚糸賃:ﾅﾝﾔDTY.TW<84T>SD75/36 :ｻﾗｸｰﾙPOYW<280T>FD250/48S :<S800>WS :               ,K,件,2,0,1,1,3,HARA,,,,,310,N,,
A4264,N/A4264,A4264:撚糸賃:ﾅﾝﾔTW<56T>FD50/72 :/2<S400>WM : :                                         ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
A4351,N/A4351,A4351:撚糸賃:ﾃｨﾌｨｺTW<167T>150/48(20):Z(ｿｳｼ)/2<Z150>G : :                               ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
A4487,N/A4487,A4487:撚糸賃:T(C282)W<167T>SD150/48 :<Z1600>WMｾﾂﾄ100ﾟC30' : :                          ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
A4497,N/A4497,A4497:撚糸賃:T(C282)W<167T>SD150/48 :<S1600>WMｾｯﾄ100ﾟC30' : :                          ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
A4507,N/A4507,A4507:撚糸賃:T(C282)W<167T>SD150/48 :<Z1600>WSｾｯﾄ100ﾟC30 : :                           ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
A4517,N/A4517,A4517:撚糸賃:T(C282)W<167T>SD150/48 :<S1600>WSｾｯﾄ100ﾟC30 : :                           ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
A5504,N/A5504,A5504:撚糸賃:ｻﾗｸｰﾙPOYW280TFD250/48S :(X20)(178D) Z400 WM :ｾｯﾄ85ﾟC30 :                  ,K,件,2,0,1,1,3,HARA,,,,,160,N,,
A5996,N/A5996,A5996:撚糸賃:ｻﾗｸｰﾙPOYW280TFD250/48S :(X20)(178D) S800 WM : :                           ,K,件,2,0,1,1,3,HARA,,,,,230,N,,
A8861,N/A8861,A8861:撚糸賃:ﾅﾝﾔｳｪｰﾌﾞW<84T>75/30 :/3<Z150>G : :                                        ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
A9114,N/A9114,A9114:撚糸賃:ﾅﾝﾔｳｪｰﾌﾞW<84T>75/30 :/4<Z400>WS : :                                       ,K,件,2,0,1,1,3,HARA,,,,,140,N,,
A9424,N/A9424,A9424:撚糸賃:T.POYWSD115/36S(M8391) :/2<Z400>WS : :                                    ,K,件,2,0,1,1,3,HARA,,,,,150,N,,
A9714,N/A9714,A9714:撚糸賃:ﾅﾝﾔT.POYW128TSD115/36Z :S400 WM (85ﾟCX30) : :                             ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
A9804,N/A9804,A9804:撚糸賃:ﾅﾝﾔT.POYW128TSD115/36Z :(M8391)S400 WM (85ﾟCX30) : :                      ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B1375,N/B1375,B1375:撚糸賃:AC<84T>BR75/19(ｲｰｽﾄﾏﾝ) :<S650>WM : :                                      ,K,件,2,0,1,1,3,HARA,,,,,170,N,,
B1705,N/B1705,B1705:撚糸賃:TAC(ES)<110T>BR100/26 :S600 WMｼｮｰﾄﾊﾟｰﾝ : :                                ,K,件,2,0,1,1,3,HARA,,,,,177,N,,
B1735,N/B1735,B1735:撚糸賃:TAC<110T>BR100/26 : S600 WMｼｮｰﾄﾊﾟｰﾝ : :                                   ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
B2548,N/B2548,B2548:撚糸賃:TAC<220T>BR200/34 :Tｷﾞﾝﾗﾒ(120ｷﾘ)62D S200 WS :<Z400>G :                    ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B3534,N/B3534,B3534:撚糸賃:TAC(SJ)<66T>DL60/80 :<S350>WM :ﾘｮｳｺｳｻｲｼﾞﾝｸﾞ :                             ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B4257,N/B4257,B4257:撚糸賃:Z10F<56T>SD50/12(B13) :TAC(ES)<84T>BR75/20 :<S1000>WM :                   ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B4316,N/B4316,B4316:撚糸賃:TF<33T>SD30/12(C301S) :TAC(ES)<84T>BR75/20 :<S800>WM :                    ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B4966,N/B4966,B4966:撚糸賃:TF(ｺｳｷｮｳﾘｮｸ)<1100T> :BR1000/240<S80>GK : :                                ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B5307,N/B5307,B5307:撚糸賃:Z10F<56T>SD50/12(B13) :Z1600 WM(6KRPM) : :                                ,K,件,2,0,1,1,3,HARA,,,,,530,N,,
B5317,N/B5317,B5317:撚糸賃:Z10F<56T>SD50/12(B13) :S1600 WM(6KRPM) : :                                ,K,件,2,0,1,1,3,HARA,,,,,530,N,,
B5367,N/B5367,B5367:撚糸賃:Z10F<56T>SD50/12(B13) :Z1600 WM(9KRPM) : :                                ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B5377,N/B5377,B5377:撚糸賃:Z10F<56T>SD50/12(B13) :S1600 WM(9KRPM) : :                                ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B5687,N/B5687,B5687:撚糸賃:Z10F<22T>SD20/12 :TAC<61T>BR55/15 :<Z1200>WM :                            ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B5697,N/B5697,B5697:撚糸賃:Z10F<22T>SD20/12 :TAC<61T>BR55/15 :<S1200>WM :                            ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B6097,N/B6097,B6097:撚糸賃:ｿﾛ(EKT)F<56T>SD50/36 :TAC(ES)<110T>BR100/26 :<S1200>WS :                  ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
B6117,N/B6117,B6117:撚糸賃:ｿﾛ(EKT)F<56T>SD50/36 :TAC(ES)<61T>BR55/15 :<S1200>WS :                    ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B6626,N/B6626,B6626:撚糸賃:ﾄﾘｸｼｵﾝ(SDU)120TSD108/24:/2<Z800>WS : :                                    ,K,件,2,0,1,1,3,HARA,,,,,230,N,,
B6636,N/B6636,B6636:撚糸賃:ﾄﾘｸｼｵﾝ(SDU)120TSD108/24:/2<S800>WS : :                                    ,K,件,2,0,1,1,3,HARA,,,,,230,N,,
B7085,N/B7085,B7085:撚糸賃:Z10F<110T>SD100/24(B27):TAC(ES)<220T>BR200/34/2 :<S600>WS :               ,K,件,2,0,1,1,3,HARA,,,,,180,N,,
B7527,N/B7527,B7527:撚糸賃:ｽｰﾊﾟｰZ10F56TSD50/12 B07:TAC110TBR100/40 JCUPS(50):<S1200>WM :             ,K,件,2,0,1,1,3,HARA,,,,,220,N,,
B7787,N/B7787,B7787:撚糸賃:OHS.2F<33T>SD30/12 :TAC<61T>BR55/15 :<Z1200>WMｼｮｰﾄﾊﾟｰﾝ8KRPM :             ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B7797,N/B7797,B7797:撚糸賃:OHS.2F<33T>SD30/12 :TAC<61T>BR55/15 :<S1200>WMｼｮｰﾄﾊﾟｰﾝ8KRPM :             ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B7927,N/B7927,B7927:撚糸賃:Z10F<33T>SD30/12(B07) :TAC(ES)<84T>BR75/20 :<Z1200>WMｼｮｰﾄﾊﾟｰﾝ :           ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B7937,N/B7937,B7937:撚糸賃:Z10F<33T>SD30/12(B07) :TAC(ES)<84T>BR75/20 :<S1200>WMｼｮｰﾄﾊﾟｰﾝ :           ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B8127,N/B8127,B8127:撚糸賃:Z10F<33T>SD30/12(B07) :BB.F<56T>BR50/30 :<Z1200>WMｼｮｰﾄﾊﾟｰﾝ :              ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B8137,N/B8137,B8137:撚糸賃:Z10F<33T>SD30/12(B07) :BB.F<56T>BR50/30 :<S1200>WMｼｮｰﾄﾊﾟｰﾝ :              ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B8147,N/B8147,B8147:撚糸賃:Z10F<33T>SD30/12(B07) :BB.F<56T>BR50/30 :<Z1200>WMｼｮｰﾄﾊﾟｰﾝ6KRPM :         ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B8157,N/B8157,B8157:撚糸賃:Z10F<33T>SD30/12(B07) :BB.F<56T>BR50/30 :<S1200>WMｼｮｰﾄﾊﾟｰﾝ6KRPM :         ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B8167,N/B8167,B8167:撚糸賃:Z10F<33T>SD30/12(B07) :BB.F<84T>BR75/45 :<Z1200>WM :                      ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B8177,N/B8177,B8177:撚糸賃:Z10F<33T>SD30/12(B07) :BB.F<84T>BR75/45 :<S1200>WM :                      ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B8227,N/B8227,B8227:撚糸賃:Z10F<33T>SD30/12(B07) :TAC<61T>BR55/15(ES) :<Z1200>WMｼｮｰﾄﾊﾟｰﾝ :           ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B8237,N/B8237,B8237:撚糸賃:Z10F<33T>SD30/12(B07) :TAC<61T>BR55/15(ES) :<S1200>WMｼｮｰﾄﾊﾟｰﾝ :           ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
B8267,N/B8267,B8267:撚糸賃:Z10F<33T>SD30/12(B07) :TAC<61T>BR55/15(ES) :<Z1600>WMｼｮｰﾄﾊﾟｰﾝ :           ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B8277,N/B8277,B8277:撚糸賃:Z10F<33T>SD30/12(B07) :TAC<61T>BR55/15(ES) :<S1600>WMｼｮｰﾄﾊﾟｰﾝ :           ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B8347,N/B8347,B8347:撚糸賃:ｽﾋﾞｰﾙF<56T>SD50/12(912):TAC110TBR100/40 JCUPS(50):<Z1200>WM :             ,K,件,2,0,1,1,3,HARA,,,,,220,N,,
B8357,N/B8357,B8357:撚糸賃:ｽﾋﾞｰﾙF<56T>SD50/12(912):TAC110TBR100/40 JCUPS(50):<S1200>WM :             ,K,件,2,0,1,1,3,HARA,,,,,220,N,,
B8757,N/B8757,B8757:撚糸賃:Z10F<33T>SD30/12(B07) :TAC(ES)<84T>BR75/20(LP9) :<S1200>WM :              ,K,件,2,0,1,1,3,HARA,,,,,330,N,,
B8887,N/B8887,B8887:撚糸賃:Z10F<33T>SD30/12(B07) :TAC<84T>BR75/20(LP9) :<Z1200>WM :                  ,K,件,2,0,1,1,3,HARA,,,,,330,N,,
B8897,N/B8897,B8897:撚糸賃:Z10F<33T>SD30/12(B07) :TAC<84T>BR75/20(LP9) :<S1200>WM :                  ,K,件,2,0,1,1,3,HARA,,,,,330,N,,
B8947,N/B8947,B8947:撚糸賃:Z10F<33T>SD30/12(B07) :TAC(SJ)<135T>BR120/33 :<Z1200>WM :                 ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
B8957,N/B8957,B8957:撚糸賃:Z10F<33T>SD30/12(B07) :TAC(SJ)<135T>BR120/33 :<S1200>WM :                 ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
B9707,N/B9707,B9707:撚糸賃:Z10F<56T>SD50/12(B13) :TAC(ES)<110T>BR100/26 :<Z1200>WS :                 ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
B9717,N/B9717,B9717:撚糸賃:Z10F<56T>SD50/12(B13) :TAC(ES)<110T>BR100/26 :<S1200>WS :                 ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
B9727,N/B9727,B9727:撚糸賃:Z10F<56T>SD50/12(B13) :TAC<110T>BR100/26 : <Z1200>WM :                    ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
B9737,N/B9737,B9737:撚糸賃:Z10F<56T>SD50/12(B13) :TAC<110T>BR100/26 : <S1200>WM :                    ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
