商品コード,商品名/摘要,単位,入数,ケース,仕入日,伝票番号,取引区分,締切,仕入先コード,仕入先名,税転嫁,担当者コード,担当者名,内訳,入荷,倉庫コード,倉庫名,数量,単価,金額,主プロジェクトコード,副プロジェクトコード,プロジェクト名,課税区分,備考,発注番号
O/099446LA,099446LA:製織賃:5195,反,0 ,0 ,2015年11月07日,00002637,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
O/135302LH,135302LH:製織賃:5136,反,0 ,0 ,2015年11月07日,00002638,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,455 ","8,910 ",,,,課税 8.0%,,
O/135672LX,135672LX:製織賃:5146,反,0 ,0 ,2015年11月07日,00002638,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,4 ,"4,455 ","17,820 ",,,,課税 8.0%,,
O/135682LX,135682LX:製織賃:5167,反,0 ,0 ,2015年11月07日,00002638,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/135688YX,135688YX:製織賃:5162,反,0 ,0 ,2015年11月07日,00002638,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
O/116054YX,116054YX:製織賃:5215,反,0 ,0 ,2015年11月07日,00002639,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,X,上村　茂X,通常,,HARA,原工場,3 ,"3,445 ","10,335 ",,,,課税 8.0%,,
N/B1735,B1735:撚糸賃:20001/TAC<110T>BR100/26 :..,K,0 ,0 ,2015年11月09日,00002640,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,423.48 ,250 ,"105,870 ",,,,課税 8.0%,,
N/B3007,B3007:撚糸賃:19943/RF<84T>BR75/30(ｲｰｸﾞ..,K,0 ,0 ,2015年11月09日,00002640,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,196.03 ,300 ,"58,809 ",,,,課税 8.0%,,
N/B3017,B3017:撚糸賃:19944/RF<84T>BR75/30(ｲｰｸﾞ..,K,0 ,0 ,2015年11月09日,00002640,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,99.24 ,300 ,"29,772 ",,,,課税 8.0%,,
N/B7787,B7787:撚糸賃:19854他/OHS.2F<33T>SD30/1..,K,0 ,0 ,2015年11月09日,00002640,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,50.5 ,350 ,"17,675 ",,,,課税 8.0%,,
N/B7797,B7797:撚糸賃:19856他/OHS.2F<33T>SD30/1..,K,0 ,0 ,2015年11月09日,00002640,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,54 ,350 ,"18,900 ",,,,課税 8.0%,,
N/D3907,D3907:撚糸賃:19848/ﾚﾝﾎﾞｳRF<133T>BR120/..,K,0 ,0 ,2015年11月09日,00002640,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,41.07 ,350 ,"14,374 ",,,,課税 8.0%,,
N/D3917,D3917:撚糸賃:19849/ﾚﾝﾎﾞｳRF<133T>BR120/..,K,0 ,0 ,2015年11月09日,00002640,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,39.52 ,350 ,"13,832 ",,,,課税 8.0%,,
N/D5507,D5507:撚糸賃:19463/ﾗｼｰﾅ(V210)<33T>SD30..,K,0 ,0 ,2015年11月09日,00002640,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,277.38 ,400 ,"110,952 ",,,,課税 8.0%,,
