コード,名称,フリガナ,単位,入数,規格・型番,色,サイズ,数量小数桁,単価小数桁,在庫管理,課税区分,発注ロット,リードタイム,在庫適正数,在庫評価方法,主たる仕入先,,主たる倉庫,,発注連動,分類１,,分類２,,分類３,,分類４,,分類５,,メモ欄,税抜上代,税抜売上単価１,税抜売上単価２,税抜売上単価３,税抜売上単価４,税抜売上原価,税抜仕入単価,税抜標準原価,税込上代,税込売上単価１,税込売上単価２,税込売上単価３,税込売上単価４,税込売上原価,税込仕入単価,税込標準原価,参照表示,更新日
N/J1014,J1014:撚糸賃:PR.ﾃTF84T03FXﾅﾝﾔCDF84T :P..,R.ﾃTF84T03FXﾄｰﾚN66F78T70:ﾀﾝｽﾗﾌﾞ <Z400>WS,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月29日
N/J1024,J1024:撚糸賃:PR.ﾃTF84T03FXﾅﾝﾔCDF84T :P..,R.ﾃTF84T03FXﾄｰﾚN66F78T70:ﾀﾝｽﾗﾌﾞ <Z400>WS,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年11月12日
N/J1174,J1174:撚糸賃:PR.ﾃTF84T03FXﾅﾝﾔCDF84T :P..,RﾃTF84T03FXRF84TﾎﾜｲﾄM(P):<Z400>WS :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,180 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月29日
N/J1184,J1184:撚糸賃:PR.ﾃTF84T03FXﾅﾝﾔCDF84T :P..,RﾃTF84T03FXRF84TﾎﾜｲﾄM(P):<Z400>WS :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年11月12日
N/J2764,J2764:撚糸賃:PR.ﾅCDF84TSD/36(8C365) :X.., ﾅﾝﾔCDF84TSD75/36(8C365):R100%SLBR24/-..,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年08月07日
N/J2784,J2784:撚糸賃:PR.ﾅCDF84TSD/36(8C369) :X.., ﾅﾝﾔCDF84TSD75/36(8C369):R100%SLBR24/-..,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,250 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年03月08日
N/J2824,J2824:撚糸賃:PR.ﾅCDF84TSD/36(8C365) :X.., ﾅﾝﾔCDF84TSD75/36(8C365):CDW330TSD/96<..,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年12月14日
N/J3755,J3755:撚糸賃:PA.ﾃｨﾌｨｺTF110TSD100/24 :X.., TAC84TBR75/20(LP9) :/2<S600>WS ｾｯﾄ85ﾟC3,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年11月28日
N/J3935,J3935:撚糸賃:PA.ﾃｨﾌｨｺTFSD100/24(20) :X.., TAC84TBR75/20(LP9) :/2<S600>WS ｾｯﾄ85ﾟ..,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年07月17日
N/J6314,J6314:撚糸賃:PR.ﾃｨﾌｨｺTF84TSD/24(03F):X.., RF<84T>BR75/24 ﾎﾜｲﾄM(P):/2 <Z400>WS :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,160 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月09日
N/J6464,J6464:撚糸賃:PR.ﾄTF84TSD+ﾅﾝﾔCDF84TSD:X.., ﾄｰﾚTF<66T>SD60/144(265):/2<Z400>WS ｾｯﾄ8,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年03月17日
N/J6484,J6484:撚糸賃:PA.ﾃｨﾌｨｺTFSD100/24(20) :X.., TAC<167T>BR150/40 ST5ｶｲ:T100%SD30/-(ﾈ..,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年08月27日
N/J6504,J6504:撚糸賃:PA.ﾃｨﾌｨｺTFSD100/24(20) :X..,TA(ES)BR167T/40 ST5ｶｲ/2:ﾅﾝﾔTPOYW<255T>..,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年05月25日
N/J6544,J6544:撚糸賃:PA.ﾃｨﾌｨｺTF110TSD100/24 :X.., TAC<167T>BR150/40 ST5ｶｲ:T100%SD30/-(ﾈｼｱ,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,170 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月27日
N/J6554,J6554:撚糸賃:PA.ﾃｨﾌｨｺTF110TSD100/24 :X..,TAC<167T>BR150/40 ST5ｶｲ:T100%SD30/- ﾃｲｼﾞ,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月02日
N/J6844,J6844:撚糸賃:LPA.TF<84T>SD75/36(215):X.., :TAC<167T>BR150/40<Z400>WS:,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年01月26日
N/J7205,J7205:撚糸賃:TPR.ﾄTF84TSDXﾄTF66TSD/2:ﾅ..,ﾝﾔTW<167T>SD150/48 :<Z600>WS :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年03月17日
N/J9405,J9405:撚糸賃:PR.ﾃｨﾌｨｺTF167TSD150/48 :X.., ﾄｰﾚTF<84T>SD75/36(215) :T100%SD30/-(ﾈｼｱ,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年03月16日
N/KIKAKUSHI,企画糸:撚糸賃,,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,X0,企画,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月02日
N/L0115,L0115:撚糸賃:ﾅﾝﾔ ｼﾛｶｯｾﾝｼ <117T> :SD105..,/36 S500 WM : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,180 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年01月30日
N/L0135,L0135:撚糸賃:ﾄｰﾚ ｸﾛｶｯｾﾝｼ <122T> :BC110..,/36 S500 WM : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年01月13日
N/L0802,L0802:撚糸賃:ASK538<140T>125/99 :(Z300..,) Z200WM : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,120 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月23日
N/L0907,L0907:撚糸賃:MK<150T>SD135/48 :Z1500 W..,M : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年06月16日
N/L0917,L0917:撚糸賃:MK<150T>SD135/48 :S1500 W..,M : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年06月03日
N/L2767,L2767:撚糸賃:ｴｰﾇ<115T>SD105/36(K250):B..,B.F<84T>BR75/45 :<Z1200>WM :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年03月06日
N/L2777,L2777:撚糸賃:ｴｰﾇ<115T>SD105/36(K250):B..,B.F<84T>BR75/45 :<S1200>WM :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年03月06日
N/L2787,L2787:撚糸賃:ｴｰﾇ<115T>SD105/36(K250):Z..,1200 WM : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年06月20日
N/L2797,L2797:撚糸賃:ｴｰﾇ<115T>SD105/36(K250):S..,1200 WM : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年06月20日
N/L2807,L2807:撚糸賃:ｴｰﾇ<115T>SD105/36(K250):/..,2<Z1000>WS : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,250 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月24日
N/L2817,L2817:撚糸賃:ｴｰﾇ<115T>SD105/36(K250):/..,2<S1000>WS : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,250 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月23日
N/L2827,L2827:撚糸賃:ｱﾓｯｸ<135T>120/48(K244) :Z..,1200WM : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,350 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月20日
N/L2907,L2907:撚糸賃:ｽﾍﾟｰｽﾏｽﾀｰW<88T>78/48 :Z10..,00 WM : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月29日
N/L3017,L3017:撚糸賃:ｴﾙｾﾞ(MS504)<150T>135/54:<..,S1500>WM : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年06月25日
N/L3037,L3037:撚糸賃:ｴﾙｾﾞ(MS504)<150T>135/54:/..,2 <S1000>WS : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年06月23日
N/L3407,L3407:撚糸賃:ﾉｲｴ(WZJD2)<145T>130/36 :<..,Z1800>WMｾｯﾄ80ﾟC40 : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,400 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年11月16日
N/L3417,L3417:撚糸賃:ﾉｲｴ(WZJD2)<145T>130/36 :<..,S1800>WMｾｯﾄ80ﾟC40 : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,400 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年11月12日
N/L3428,L3428:撚糸賃:ﾉｲｴ(WZJD2)<145T>130/36 :(..,S1800)WM/2<Z600>WS :ｾｯﾄ80ﾟC40 :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,250 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年12月04日
N/L3508,L3508:撚糸賃:ｻﾌﾟﾚｯｸｽ<90T>FD80/68 :ﾛｲｶ<..,44T>40/1(DR2.5) :ﾂｲﾈﾝZ800<Z1100>WM :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,350 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年12月26日
N/L6007,L6007:撚糸賃:EW<140T>SD125/60(R6801):Z..,1200 WM : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年06月20日
N/L6017,L6017:撚糸賃:EW<140T>SD125/60(R6801):S..,1200 WM : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年06月20日
N/L6027,L6027:撚糸賃:EW<210T>SD190/72(R6802):Z..,1200 WM : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,250 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月13日
N/L6044,L6044:撚糸賃:EW<210T>SD190/72(R6802):/..,2<Z400>WS : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月26日
N/L6064,L6064:撚糸賃:EW<210T>SD190/72(R6802):/..,3<Z400>WS : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月20日
N/L8608,L8608:撚糸賃:ﾛｼﾞｰﾇ<195T>SD/60(K238) :/..,2(S600)WS/2<Z400>WS : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月23日
N/L8628,L8628:撚糸賃:ｱﾓｯｸ<135T>120/48(K244) :/..,3(S600)WS/2<Z400>WS : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,140 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月23日
N/N0015,N0015:撚糸賃:ﾄｰﾚTF<56T>BR50/18(390) : ..,Z600 I ﾂｶﾐｲﾄ ｼﾞﾖﾘ : :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月26日
N/N0803,N0803:撚糸賃:TAC<84T>BR75/20(LP9) :RF8..,4TBR(ｲｰｸﾞﾚｯﾄ)Z1600ｲﾀﾘｰ:(RF=84D) <Z300>G,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年01月30日
N/N0813,N0813:撚糸賃:TAC<84T>BR75/20(LP9) :RF8..,4TBR(ｲｰｸﾞﾚｯﾄ)S1600ｲﾀﾘｰ:(RF=84D) <S300>G,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年08月25日
N/N1823,N1823:撚糸賃:TAC<135T>DL120/55(4R) :RF..,84TBR(ｲｰｸﾞﾚｯﾄ)Z1600ｲﾀﾘｰ:<Z300>G :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年08月08日
N/N1833,N1833:撚糸賃:TAC<135T>DL120/55(4R) :RF..,84TBR(ｲｰｸﾞﾚｯﾄ)S1600ｲﾀﾘｰ:<S300>G :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年08月17日
N/N1863,N1863:撚糸賃:ﾘﾝﾀﾞF<110T>BR100/26 :BB.F..,<56T>BR50/30Z2400ｲﾀﾘｰ:<Z300>G :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,350 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年01月30日
N/N1873,N1873:撚糸賃:ﾘﾝﾀﾞF<110T>BR100/26 :BB.F..,<56T>BR50/30S2400ｲﾀﾘｰ:<S300>G :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,350 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年11月19日
N/N3383,N3383:撚糸賃:ﾙｼｰﾅF<84T>BR75/48 :BB.F<5..,6T>BR50/30(Z2400) :<Z300>G :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,250 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月17日
N/N3393,N3393:撚糸賃:ﾙｼｰﾅF<84T>BR75/48 :BB.F<5..,6T>BR50/30(S2400) :<S300>G :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,250 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月24日
N/N3423,N3423:撚糸賃:TAC<61T>BR55/15 :BBF<56T>..,50/30(Z2400) :(BBF=55D)<Z300>G ｾｯﾄ85ﾟC :,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,N,撚糸工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,180 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月23日
